id,origine,numero_isic,type_event,date,nature,region,lieu,niveau_gravite,annee
23295,Cause Tiers Réseau,00000,Ouvrage en terre déterioré,2016-06-07,"[CTR ] Glissement de talus signalé par un riverain, nécessitant l'arrêt des circulations.",PN,Troissereux Fouquenies,4.0,2016
23456,Cause Tiers Réseau,21099,Déraillement,2016-06-23,Déraillement en pleine voie sur VUTr de 6 wagons du train de Fret SNCF Mobilités n°419513,BFC,Arzembouy,3.0,2016
23565,Mobilités,,Portes ouvertes sur train de voyageurs en circulation,2016-07-05,[m] Porte ouverte en ligne sur le train IC 4763,PCA,Langon,3.0,2016
23588,Mobilités,,Déraillement,2016-07-08,[m] Déraillement avec engagement des voies principales.,PSE,Ris-Orangis,4.0,2016
23689,Mobilités,,Evénement présentant un risque sécurité,2016-07-16,[m] desserte voyageurs hors quai suite réception sur voie non équipée.,PN,Creil,3.0,2016
23901,Réseau,,Franchissement intempestif d'un signal d'arrêt fermé,2016-08-05,[r] Franchissement du C124 fermé suivi du déraillement d'un wagon train de travaux n°510503 (TTx).,PL,Angers Saint Laud,4.0,2016
23960,Réseau,,Défaillance voie,2016-08-09,"[r] Rupture dans la partie non maintenue d'un appareil de dilatation détecté lors de la relève du
dérangement de la zone 681 a et nécessitant l'arrêt des circulations.",PSL,Paris Saint Lazare,4.0,2016
23967,Réseau,,Franchissement intempestif d'un signal d'arrêt fermé,2016-08-11,[r] Franchissement C181 fermé par le train n°509843 de SNCF Réseau. Point protégé + 440 m.,BRE,Rennes poste 2,4.0,2016
23995,Mobilités,21429,Incendie à bord d’un train,2016-08-14,[m] incendie à bord d'un train de voyageur.,LR,Génohlac,4.0,2016
24166,Mobilités,,Dérive,2016-08-27,"[m] Défaut immobilisation + dérive de faible amplitude TGV 8531 (UM2 TGV A : rame 365T + rame 345Q)
sur voie __ avec mise en action du dispositif « Stop TGV ».",PRG,Gare de Paris-Montparnasse,4.0,2016
24231,Mobilités,,Incendie à bord d’un train,2016-09-02,[m] Incendie de l'engin moteur du TER 831331 en gare de Sélestat.,AL,Sélestat,4.0,2016
24716,Réseau,,Mise en oeuvre de travaux sans protection,2016-10-12,"[r] Collision du W748876 contre un lorry à main sur la voie 2 aux environs du km 35,900 en dehors du domaine protégé .",PRG,"Entre Villiers Neauphle Pontchartrain
et Plaisirs Grignon",3.0,2016
24718,Réseau,,Autorisation de franchissement d’un signal fermé,2016-10-13,"[r] Talonnage de l'aiguille 48b par le train n°847706 suite à délivrance d'une autorisation de franchissement du
C311 sans vérification.",PN,Creil,4.0,2016
24782,Réseau,,Défaillance voie,2016-10-19,"[r] Défaut de géométrie avec valeur d'arrêt détecté par engin Mauzin. (gauche sur 3 m de 19,5).",LOR,Entre Lerouville et Metz ville,4.0,2016
24789,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2016-10-19,[m] Dépassement de Vitesse Limite > 40 Km/h par le conducteur du TER 16513  pour un  non respect d'un ordre  de limitation à 30 km/h au franchissement du PN 95  en raté d'ouverture.,NOR,Entre Sainte-Gauburge et Le Merlerault,4.0,2016
24979,Réseau,,Dérive,2016-11-05,"[r] Dérive d'un engin moteur d'Infrarail normalement garé, avec engagement des voies principales.",MPY,Castres,4.0,2016
25240,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2016-11-08,"[m] Dépassement de vitesse limite de 46Km /h sur une LTV 40
de la HLP du train 45216 (supprimé) de APACH à WOIPPY. La prise en charge KVB se fait sur le TIV de chantier d'exécution 40.",LOR,Apach,4.0,2016
25012,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2016-11-09,[m] Dépassement de vitesse supérieur à 40 km/h du TER 17350.,RA,Saillans,4.0,2016
25249,Réseau,,Franchissement intempestif d'un signal d'arrêt fermé,2016-11-22,[r] Franchissement intempestif du carré C4121 sur voie principale par une bourreuse avec engagement du point protégé.,LOR,Metz-Ville,4.0,2016
25292,Réseau,22158,RFC,2016-11-26,[r] Raté de fermeture du PN 7 à SAL suite à erreur de connexion lors de la pose d'un enregistreur.,ALP,Brison St Innocent,4.0,2016
25343,Réseau,22204,Accident de personne,2016-11-30,"[r] Accident grave de travail dun agent d'une entreprise sous traitante travaillant sur la voie 1 à 
suite d'un heurt avec train Fret circulant sur la voie 1 bis.",PRG,Etampes,5.0,2016
25384,Cause Tiers Réseau,22231.0,Deshuntage,2016-12-03,[CTR] Deshuntage sur voie E au passage du train de voyageurs n°868003,PCA,Mignaloux Nouaille,4.0,2016
25716,Réseau,22439,Expédition d'un train sans ordre écrit  de restriction de vitesse,2017-01-03,"[r] Expédition de 2 trains sans ordre de circuler avec restriction pour le franchissement du PN158 signalé en
raté d'ouverture (CF).",NPC,Dunkerque,4.0,2017
25866,Réseau,22597,Expédition d'un train sans ordre écrit  de restriction de vitesse,2017-01-20,[r] Les trains 725212 et 862440  franchissent le PN37 sans avoir reçu un ordre RATO alors que le PN est en procédure raté d'ouverture (CF).,PRG,La Villette St Prest,4.0,2017
25858,Réseau,22586,Réception sur voie occupée,2017-01-24,"[r] Réception du train 66296 de Infrarail sur Voie occupée par le train 61118 de VFLI avec collision à St Pierre
des Corps au Relais Annexe (CF).",CE,St Pierre des Corps,3.0,2017
26271,Réseau,22915,Mise en oeuvre de travaux sans protection,2017-03-09,"[r] Collision du train 46077  contre un lorry voie 1, suite à mise en oeuvre de travaux en dehors du
domaine protégé.",PCA,Laluque,3.0,2017
26293,Réseau,22937,Mise en oeuvre de travaux sans protection,2017-03-14,[r] Collision d’un train de fret contre 2 lorrys à main suite mise en œuvre de travaux en dehors du domaine protégé.,PCA,La Grave d'Ambares,3.0,2017
26313,Mobilités,22594,Franchissement intempestif d'un signal d'arrêt fermé,2017-03-16,[m] Mise en mouvement sans ordre de l'évolutionn°153471 avec franchissement du C217 et engagement de l'aiguille 215.,PSE,Melun,4.0,2017
26367,Réseau,23001,Défaillance voie,2017-03-16,[r] Découverte par enregistrement MATISA d'un défaut voie entraînant un arrêt des circulations.,PE,Vaires sur Marne Triage,4.0,2017
26333,Réseau,22971,Incident MD (Plan PUI-PMD),2017-03-21,[I] Déraillement d'un wagon vide MD sur VS lors du départ du train n°42881  ( accident MD de type 2).,NPC,Somain,4.0,2017
26355,Mobilités,,Dérive,2017-03-27,[m] Défaut d'immobilisation sur VP entrainant le franchissement du signal C453 d'un mètre environ.,NPC,Calais,3.0,2017
26445,Réseau,23070,Accident de personne,2017-04-04,[r] Heurt mortel d'un agent sous-traitant travaillant pour le compte de SNCF Réseau par le train 50940 circulant à contre sens sur voie 1.,PCA,Entre Jaunay Clan et Dissay,6.0,2017
26657,Réseau,23232,Défaillance voie,2017-05-03,[r] Découverte d 'un défaut de géométrie de voie avec interdiction de circulation suite à une tournée Mauzin.,BFC,Rennes,4.0,2017
26721,Réseau,23318,Déraillement,2017-05-12,"[r] Déraillement sur voie principale de la rame du train 865821 au cours de son évolution
suite à manœuvre sous le train de l'aiguille 41 par l'aiguilleur (CF) (NVI).",PCA,Le Buisson,3.0,2017
26817,Indéterminé,,Déraillement,2017-05-24,[I] Rupture d'attelage et déraillement de 4 wagons du train 460059 à la hauteur du PN 50.,CA,Allibaudières,3.0,2017
26921,Réseau,23468,Expédition d'un train sans ordre écrit  de restriction de vitesse,2017-05-27,[r] Expédition sans ordre de limitation de vitesse à 40 km/h du train 16848 depuis la gare de Lozanne (CF).,BFC,Saint Germain la Montagne,4.0,2017
26854,Mobilités,,Portes ouvertes sur train de voyageurs en circulation,2017-05-29,[m] Signalement porte ouverte en ligne sur voiture VO2N du TER n° 851003.,PSL,Entre Paris Saint-Lazare et Bréval,3.0,2017
26879,Cause Tiers Réseau,23440,Evénement présentant un risque sécurité,2017-05-31,"[CTR] Lors de travaux d'élagage chez un particulier, chute d'une grue et d'un arbre sur la caténaire voie 1 et voie 2.",LR,Villeneuve les Maguelonne,3.0,2017
,Réseau,23621,Franchissement intempestif d'un signal d'arrêt fermé,2017-06-23,"[r] Franchissement du carré C65 fermé et talonnage de l’aiguille n°68
par une manoeuvre de refoulement de 2 engins moteur de SNCF Réseau (Refoulement).",PN,Tergnier,3.0,2017
,Réseau,23687,Mise en oeuvre de travaux sans protection,2017-07-05,[r] Collision en pleine voie d'un train de voyageurs TER n° 875701 avec un matériel Infra,AUV,St Prix,3.0,2017
,Réseau,23786,Réception sur voie occupée,2017-07-18,"[r] Réception intempestive d'un train de voyageurs sur une voie occupée (CF),",LR,Génolhac,3.0,2017
,Cause Tiers Réseau,23809,Déraillement,2017-07-22,[CTR] Déraillement sur VP du train HLP 66350 de SNCF Réseau.,AUV,Chantenay Saint Imbert,3.0,2017
27349,Mobilités,,Incendie à bord d’un train,2017-08-01,"[m] incendie sur motrice arrière du train 891000, signalé par trains croiseur, avec intervention des pompiers.",PSE,Villeneuve St Georges,4.0,2017
27487,Mobilités,,Portes ouvertes sur train de voyageurs en circulation,2017-08-17,[m] Porte ouverte en circulation détectée par un Agent-Circulation.,PE,Paris-Est,4.0,2017
,Réseau,24106,Dégagement intempestif du domaine fermé,2017-09-11,[r] Dégagement intempestif d'un Lorry automoteur en gare.,LOR,Graffenstaden,4.0,2017
,Réseau,24110,Expédition d'un train sans ordre écrit  de restriction de vitesse,2017-09-11,"[r] Circulation de 2 trains de voyageurs de l'EF SNCF Mobilités avec formulaires OCAR erronés suite à divagation
de bestiaux.(CF)",NOR,Carentan,4.0,2017
,Réseau,24132,Erreur grave de procédure,2017-09-13,[r] Dégagement tardif de la Zone Dangereuse suite Annonce tardive du train 858340 lors d'une tournée rail,PDL,Nantes Savenay,4.0,2017
27683,Mobilités,,Portes ouvertes sur train de voyageurs en circulation,2017-09-14,[m] Ouverture de porte d'accès en ligne,PSE,Maison Alfort,3.0,2017
,Réseau,24139,Franchissement intempestif d'un signal d'arrêt fermé,2017-09-15,"[r] Franchissement du carré violet 2 fermé lors d'une manoeuvre de SNCF Réseau avec engagement du point
protégé",AL,Hausbergen,4.0,2017
,Réseau,24151,Déraillement,2017-09-18,[m] déraillement d'une citerne de gasoil (MD) sur VS de Gevrey sans perte  (selon RID),BFC,Gevrey,4.0,2017
,Réseau,24504,Défaillance voie,2017-11-03,[r] Défaut géométrie voie décelé à Fourchambault (58) par engin de mesure Mauzin de SNCF Réseau.,AUV,Fourchambaullt,4.0,2017
,Réseau,24790,Autorisation de franchissement d’un signal fermé,2017-11-13,"Délivrance de 2 bulletins CBa sur VP sans vérification complète des conditions d?ouverture, avec une aiguille
non parcourue en dé contrôle.",IDF,Dourdan,4.0,2017
28284,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2017-11-18,[m] DVL>40 Km/h suite à non-application du guide de dépannage après anomalie sur TGV Sud Est,PACA,Aix,4.0,2017
28429,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2017-11-20,[m] DVL>40 Km/h suite à non respect de marche à vue,OCC,Golfech,3.0,2017
28309,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2017-11-21,[m] DVL>40 Km/h suite à non-respect de la règle de l'avertissement en voie unique,GEST,Etival Clairefontaine,4.0,2017
28353,Mobilités,,Engagement de gabarit,2017-11-29,Perte de trappe de protection d'1 X73500 ayant entraîné des dégâts sur l'Infrastructure,GEST,Teting,4.0,2017
,Réseau,24734,Défaillance voie,2017-12-01,Affaissement de la voie (2 éclisses cassées) au passage d'un train de fret,NPC,VU entre Armentières et Lestrem,4.0,2017
28387,Mobilités,,Portes ouvertes sur train de voyageurs en circulation,2017-12-04,Porte ouverte en ligne sur TER entre Bonnières et Vernon,IDF,Bonnières,3.0,2017
,Réseau,24791,Dérive,2017-12-08,Dérive de 2 wagonnets avec sortie intempestive du domaine protégé sur voies principales,IdF,Paris Montparnasse,4.0,2017
28506,Mobilités,,Portes ouvertes sur train de voyageurs en circulation,2017-12-14,porte ouverte sur 4766 à pleine vitesse,OCC,Moissac,3.0,2017
,Cause Tiers Réseau,24851,COC,2017-12-14,collision du TER 877660 avec un car scolaire au PN25 à Millas,OCC,Millas,6.0,2017
28684,Mobilités,,Engagement de gabarit,2017-12-31,Choc du pantographe B84611 avec isolateur d'un support caténaire,PACA,L'Estaque,3.0,2017
31698.0,Mobilités,,Franchissement intempestif d'un signal d'arrêt fermé,2019-01-10,Un train franchit un carré fermé à 46 km/h,MPY,Albi,4.0,2019
32118.0,Mobilités,,Défaut d'Immobilisation,2019-02-04,"Une rame transilien mal immobilisée se déplace de 13 m et franchit un carré fermé, avant que son conducteur ne freine",IDF,Massy Palaiseau,4.0,2019
32023.0,Mobilités,,Franchissement intempestif d'un signal d'arrêt fermé,2019-02-13,Une évolution franchit un carré violet fermé et talonne plusieurs aiguilles,BFC,Dijon,4.0,2019
,Réseau,27827,Incident grave de signalisation,2019-02-14,"Lors d'essais du poste suite à travaux de mise en place d'IPCS, un signal ne présente pas le ralentissement prévu, à cause d'une erreur d'étude.",NAQ,St Sulpice Lauriere (23),3.0,2019
,Réseau,27926,Incident grave de signalisation,2019-02-16,"2 panneaux d'execution de limitation temporaire de vitesse sont inversés, sur 2 voies contigües",PACA,La Penne sur Huveaune (13),4.0,2019
32177.0,Mobilités,,Portes ouvertes sur train de voyageurs en circulation,2019-02-26,"Après une mauvaise exécution d’arrêt , un train s’est remis en mouvement alors que des portes étaient ouvertes.",AURA,Chambéry,3.0,2019
,Réseau,27922,RFC,2019-02-28,Les barrières d'un PN  se ferment tardivement à l'approche d'un train suite à dépassement de vitesse limite de celui-ci,OCC,St Gervasy (30),4.0,2019
,Réseau,28072,Défaillance voie,2019-03-12,9 Attaches Rail/Traverses consécutives sont découvertes non refermées même file et même côté du rail,PDL,entre L'Herbergement-les-Brouzils (85) et Belleville-Vendée (85),4.0,2019
,Réseau,28035,Expédition d'un train sans ordre écrit  de restriction de vitesse,2019-03-13,"Deux trains sont expédiés sur une aiguille en dérangement, sans examen, dans la position où elle contrôle sans prescription de ""marche au pas""",CVL,Nogent le Rotrou (28),4.0,2019
,Réseau,28066,Déraillement,2019-03-20,Un train de travaux déraille après avoir talonné une aiguille,OCC,St Cesaire,4.0,2019
,Réseau,28224,Défaillance voie,2019-04-02,12 Attaches Rail/Traverses consécutives sont découvertes non refermées même file et même côté du rail,CVL,entre Blois (41) et Chouzy (41),4.0,2019
,Cause Tiers Réseau,28150,RFC,2019-04-03,Un train franchit un PN barrières ouvertes suite à un vol de câble et entrave des barrières.,BFC,Sardy-lès-Epiry,4.0,2019
,Réseau,28210,Incident grave de signalisation,2019-04-05,Un conducteur de TER détecte une anomalie sur un carré violet qui présente feu blanc au lieu de carré violet,PDL,St Nazaire (44),4.0,2019
,Réseau,28241,Expédition d'un train sans ordre écrit  de restriction de vitesse,2019-04-12,Un train est expédié sans ordre prévu de limitation de vitesse alors que la reconnaissance quotidienne de laLigne Grande Vitesse n'est pas réalisée,BRE,LGV BPL entre Poste 80 Cesson et Poste 79 Louvigné,4.0,2019
,Réseau,28431,Mise en oeuvre de travaux sans protection,2019-05-09,"Lors de travaux, un lorry positionné hors domaine protégé se fait heurter par un train de fret",IDF,Goussainville,3.0,2019
,Réseau,28455,Expédition d'un train sans ordre écrit  de restriction de vitesse,2019-05-11,Un train est expédié sans ordre prévu suite à un raté d'ouverture d'un PN,NMD,Saint Léger du Gennetey (27),4.0,2019
,Réseau,28551,Défaillance voie,2019-05-23,Un défaut de voie est découvert  par enregistrement MAUZIN  entrainant un arrêt des circulations.,IDF,Massy Palaiseau poste 1 (91),4.0,2019
,Réseau,28677,Réception sur voie occupée,2019-06-08,"Lors d'un croisement sur voie unique, 2 trains TER sont reçus intempestivement sur la voie directe",NAQ,Chateauneuf sur Charente (16),3.0,2019
,Réseau,28857,Incident grave de signalisation,2019-07-02,"Lors de la préparation d'essais, un agent découvre qu'un commutateur de protection ne remplit pas son rôle suite à erreur de mise en œuvre",OCC,Baziège (31),4.0,2019
33138.0,Mobilités,,Portes ouvertes sur train de voyageurs en circulation,2019-07-04,Un train de la ligne C circule entre Juvisy et Bibliothèque François Mitterand avec une porte ouverte sur la dernière voiture,IDF,Juvisy,3.0,2019
,Réseau,28991,Défaillance voie,2019-07-17,Un conducteur détecte une défaillance de voie nécessitant l'arrêt des circulations,BFC,Aunay en Bazois (58),4.0,2019
,Réseau,29017,Engagement de Gabarit,2019-07-22,Un train de voyageurs heurte une pièce métallique dépassant d’un train de travaux,NAQ,Ambazac(87),4.0,2019
,Cause Tiers Réseau,29062,Frein anormalement serré,2019-07-26,"frein serré provoquant départs de feux et dommages aux installations, sur train fret détecté alarme danger DBC",PSE,Troyes,3.0,2019
,Réseau,29074,Défaillance voie,2019-07-26,Une déformation de voie imposant une vitesse limite à 40 km/h est constatée suite au signalement d'un choc anormal par un conducteur,GE,Neufchâteau,4.0,2019
33275.0,Mobilités,,Engagement de Gabarit,2019-07-28,Une locomotive heurte une rame en stationnement qui engageait le gabarit,CVL,Orléans,4.0,2019
,Réseau,29312,Incident grave de signalisation,2019-09-03,Un agent de maintenance désactive par erreur un commutateur commandant une limitation temporaire de vitesse sur LGV,PACA,Avignon LGV,4.0,2019
,Réseau,29393,Expédition d'un train sans ordre écrit  de restriction de vitesse,2019-09-10,"Lors d'un incendie aux abords des voies, un agent circulation lève à tort ses mesures de remise d'ordre suite à mauvaise compréhension avec un agent d'astreinte sur le terrain",CVL,St Cyr (37),4.0,2019
,Réseau,29390,Incident grave de signalisation,2019-09-11,Un agent de maintenance détecte un défaut sur une aiguille qui rendait inactif l'enclenchement constitué par une autorisation du poste.,NAQ,Turenne (46),4.0,2019
,Réseau,29383,Franchissement intempestif d'un signal d'arrêt fermé,2019-09-12,Un train désherbeur franchit fermé un carré violet lors d'un refoulement sur voie de service,OCC,Cerbere,4.0,2019
33781.0,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2019-09-18,Un conducteur oublie de respecter la marche à vue après un arrêt accidentel,BFC,Besançon,3.0,2019
33803.0,Mobilités,,Franchissement intempestif d'un signal d'arrêt fermé,2019-10-01,Un train de voyageurs franchit un carré fermé lors de son départ de la gare origine,PACA,Marseille,4.0,2019
,Réseau,29714,Défaillance voie,2019-10-01,Un défaut de voie est découvert  par un engin de mesure  entrainant un arrêt des circulations.,IDF,Gretz-Armainvilliers,4.0,2019
,Réseau,29743,Défaillance voie,2019-10-03,Un défaut de voie est découvert  par un engin de mesure  entrainant un arrêt des circulations.,IDF,Vaires,4.0,2019
,Réseau,29577,AFI,2019-10-04,Un Agent Circulation délivre un bulletin de franchissement d'un signal fermé sans avoir complètement vérifier les conditions d'ouverture,PDL,La Baule-Escoublac,4.0,2019
,Réseau,29609,Expédition d'un train sans ordre écrit  de restriction de vitesse,2019-10-07,Un train est expédié sans ordre prévu suite à un raté d'ouverture d'un PN,OCC,Lannemezan,4.0,2019
,Réseau,29641,AFI,2019-10-11,Un Agent Circulation délivre un bulletin de franchissement d'un signal fermé sans avoir correctement vérifier les conditions d'ouverture,PACA,Cassis,4.0,2019
,Réseau,29677,Défaillance voie,2019-10-16,Un engin de mesure détecte un défaut de voie imposant l'arrêt des circulations,IdF,Chemin d'Anthony,4.0,2019
,Réseau,29822,Franchissement intempestif d'un signal d'arrêt fermé,2019-11-06,Un carré violet est franchi  lors d'une manœuvre de refoulement d'un train de chantier,OCC,Lannemezan,4.0,2019
,Réseau,29935,Déraillement,2019-11-20,l’avant dernier wagon d’un train de travaux déraille lors de son départ d’un faisceau de voies de service,IdF,Juvisy Poste 1,3.0,2019
34350.0,Mobilités,,Franchissement intempestif d'un signal d'arrêt fermé,2019-12-11,Le conducteur d'une locomotive en évolution avant mise en tête franchit un carré fermé,IDF,Paris Bercy,4.0,2019
28662.0,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2018-01-03,Non-respect d'ordre DERA (PN gardé suite à dérangement) par un train Mobilités,NAQ,St Hilaire de Lusignan,4.0,2018
,Cause Tiers Réseau,25001,Ouvrage en terre déterioré,2018-01-05,Coulée de boue suite aux intempéries,AURA,Pyrimont,4.0,2018
,Réseau,25075,AFI,2018-01-06,Délivrance d'un bulletin CBA sans identification du dérangement,AURA,Bourg en Bresse,4.0,2018
,Cause Tiers Réseau,25018,Ouvrage en terre déterioré,2018-01-08,Chute de rocher sur la voie causant des dommages importants au 3e rail  d'alimentation électrique,OCC,Fontpédrouse,4.0,2018
,Réseau,25136,Incident de Boite d'essieux,2018-01-22,Non respect de procédure pour une alarme danger boite lors du passage au détecteur,BFC,Pagny le château (21),3.0,2018
28848.0,Mobilités,,Perte de Pièces sur matériel roulant,2018-01-23,Trappe latérale de TGV arrachée,GE,Strasbourg,3.0,2018
,Réseau,25171,Dégagement intempestif du domaine fermé,2018-01-25,Dégagement intempestif d'une bourreuse du domaine fermé,AURA,entre Valence Ville et Romans,4.0,2018
28910.0,Mobilités,,Franchissement intempestif d'un signal d'arrêt fermé,2018-01-29,Franchissement d'un carré par une évolution Intercités en manœuvre,IdF,Paris Austerlitz,4.0,2018
28988.0,Mobilités,,Portes ouvertes sur train de voyageurs en circulation,2018-02-06,Portes Ouvertes sur train Transilien,IdF,Roissy,3.0,2018
,Réseau,25306,Expédition d'un train sans ordre écrit  de restriction de vitesse,2018-02-14,non remise d'ordre de limitation de vitesse à 230 km/h sur portion de LGV non reconnue au préalable,OCC,Nimes,3.0,2018
,Réseau,25378,Evénement présentant un risque sécurité,2018-02-22,"Lors de travaux en cours, une éclisse non fixée est emportée par un train de voyageurs (RER C) et vient en perforer le plancher",Idf,Ablon,3.0,2018
,Cause Tiers Réseau,25428,Collision contre obstacle à un passage à niveau,2018-03-01,Collision à un PN entre un véhicule routier et un train FRET: décès de la conductrice du véhicule et déraillement de 3 wagons.,GE,Songy,6.0,2018
,Réseau,25437,RFC,2018-03-02,"Un PN est franchi ouvert par un TGV, peu après sa remise en service après travaux",NAQ,Bizanos (64),4.0,2018
29250.0,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2018-03-06,dépassement de vitesse limite à 155 km/h au lieu de 110 km/h,HdF,Busigny,4.0,2018
,Réseau,25514,Incendie à bord d’un train,2018-03-15,Incendie à bord d'une draisine d'Infrarail,CVL,Thesee (41),3.0,2018
29388.0,Mobilités,,Franchissement intempestif d'un signal d'arrêt fermé,2018-03-24,"A son terminus, le conducteur d'un tram-train oublie de commander son itinéraire et franchit un signal d'itinéraire fermé",IdF,Bondy,4.0,2018
,Réseau,25654,RFC,2018-04-07,Fermeture tardive des barrières d'un passage à niveau signalé par le conducteur au passage du train,AURA,Romans Bourg de péage,4.0,2018
,Réseau,25726,Evénement présentant un risque sécurité,2018-04-16,Extinction des pictogrammes de la TVP lors du passage d'un train,HdF,Loison sous Lens,4.0,2018
29695.0,Mobilités,,Franchissement intempestif d'un signal d'arrêt fermé,2018-05-21,Franchissement d'un carré violet lors d'une manœuvre par refoulement,PDL,Angers,4.0,2018
,Réseau,25867,Dégagement intempestif du domaine fermé,2018-05-25,Sortie intempestive du domaine fermé,NAQ,Monjovis (87),4.0,2018
29824.0,Mobilités,,Portes ouvertes sur train de voyageurs en circulation,2018-06-05,Porte ouverte en ligne sur matériel Corail découverte par un agent du Matériel,IdF,Montereau,3.0,2018
,Cause Tiers Réseau,25978,Ouvrage en terre déterioré,2018-06-09,"Suite à orages, affaissement de talus voie 1 et remblai effondré voie 2",GE,St Avold (57),4.0,2018
,Réseau,26089,Déraillement,2018-06-28,2 voitures Corail déraillent suite à un bivoie lors d'une manœuvre,NAQ,Perigueux,4.0,2018
30132.0,Mobilités,,Portes ouvertes sur train de voyageurs en circulation,2018-07-16,Signalement par une cliente qu'une porte est restée ouverte au départ de la gare précédente,IdF,Rosny sur Seine,3.0,2018
30196.0,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2018-07-17,"Au départ de sa gare origine, l'ADC ne respecte pas la marche à vue et franchit à 78 km/h une aiguille limitée à 30",CVL,Chateauroux,4.0,2018
,Cause Tiers Réseau,26236,Ouvrage en terre déterioré,2018-07-20,Un ADC signale une coulée de boue suite à orage de grêle,BFC,Morey (39),4.0,2018
30179.0,Mobilités,,Engagement de Gabarit,2018-07-20,"Porte ouverte sur un train de marchandises, engageant le gabarit, et heurtée par un train de voyageurs croiseur",BFC,Verrey (21),4.0,2018
,Réseau,26403,Dérive,2018-08-14,Dérive de 2 wagons vides sur VS avec engagement de la VP,AURA,Rive de Gier,4.0,2018
30444.0,Cause Tiers Mobilités,,Erreur grave de procédure,2018-08-14,Un train de nuit part portes ouvertes et sans ses ASCT suite à autorisation de départ indûment donnée,AURA,Crest,3.0,2018
,Réseau,26464,Déraillement,2018-08-24,un TGV déraille à faible vitesse en entrant en gare,PACA,Marseille,5.0,2018
,Réseau,26489,Réception sur voie occupée,2018-08-28,Collision d'un train avec une rame en stationnement sur voie de service suite à réception sur voie occupée,GE,Mulhouse,4.0,2018
,Réseau,26663,Franchissement intempestif d'un signal d'arrêt fermé,2018-09-20,"Franchissement par un train de travaux d'un sémaphore fermé et pénétration en canton occupé, sans respect de la marche à vue",IdF,La Ferté Milon,4.0,2018
30786.0,Mobilités,,Franchissement intempestif d'un signal d'arrêt fermé,2018-09-28,Franchissement d'un Carré  fermé sur VP lors d'une mise à quai par refoulement,PACA,Marseille,4.0,2018
,Réseau,26731,Mise en oeuvre de travaux sans protection,2018-10-02,Collision d'un train avec un lorry sur voie principale.,PACA,Miramas,3.0,2018
,Réseau,26744,Expédition d'un train sans ordre écrit  de restriction de vitesse,2018-10-02,Non remise d'ordre de limitation de vitesse suite à défaut à la voie constaté par voiture Mauzin,GE,Reding (57),4.0,2018
,Cause Tiers Réseau,26771,Ouvrage en terre déterioré,2018-10-08,Collision d'un train de voyageurs avec un rocher,PACA,Le Rove (13),4.0,2018
,Réseau,26887,Expédition d'un train sans ordre écrit  de restriction de vitesse,2018-10-14,Expédition d'un train sans ordre en absence de contrôle d'une aiguille,IdF,Villeneuve St Georges,4.0,2018
,Cause Tiers Réseau,26844,Ouvrage en terre déterioré,2018-10-15,Circulation interrompue suite aux intempéries dans l'Aude,OCC,Carcassonne,4.0,2018
,Réseau,27052,Incident grave de signalisation,2018-11-09,"Lors de la repose d'un carré violet de type bas après travaux, celui-ci est implanté à l'envers, face visible du mauvais côté",BRE,Montreuil sur Ille (35),4.0,2018
,Réseau,27123,Défaillance voie,2018-11-19,Une voiture d'enregistrement MAUZIN découvre un défaut de géométrie de voie nécessitant une interdiction de circulation,GE,Entre Troyes (10) et Brienne (10),4.0,2018
,Réseau,27305,Expédition d'un train sans ordre écrit  de restriction de vitesse,2018-12-10,Un AC omet de remettre un ordre AVEN à un train.,NAQ,St Geours (40),3.0,2018
31471.0,Mobilités,,Franchissement intempestif d'un signal d'arrêt fermé,2018-12-10,"Lors d'une manœuvre par refoulement, une rame Translien franchit un carré fermé et écrase un taquet",HdF,Persan,4.0,2018
31663.0,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2018-12-22,"Un train de voyageurs ne respecte pas une vitesse limite particulière imposée, sur une portion de ligne, par le matériel utilisé.",AURA,Modane,4.0,2018
,Cause Tiers Réseau,30142,Ouvrage en terre déterioré,2020-01-09,un fontis est découvert aux abords de la voie principale ce qui entraine l'arrêt des circulations.,PDL,entre Sablé (72) et Chateau Gontier (53),4.0,2020
34589.0,Voyageur,,Défaut d'Immobilisation,2020-01-28,Un rame dérive de 16 mètres avant le départ du train en raison d'une mauvaise mise en œuvre du frein d'immobilisation,NMD,Rouen Rive droite,3.0,2020
34603.0,Cause Tiers Voyageur,,Déraillement,2020-01-29,"Suite à une demande de secours pour cause de neige, une rame vide de voyageurs déraille entre Vallorcine en Chamonix",AURA,Vallorcine,3.0,2020
